Yorum;Sahte [0] / Gerçek [1];urun
Üstüne tanımam.;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
harika ürün. Hızlı Kargo;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
faturam ulaşmadı;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Harika şüphesiz alabilirsiniz;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok mantıklı telefon;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
İlk kullandığım iPhone o yüzden beklentim fazlaydı şuan telefonu pek debu fiyata eder mi etmez bence normal telefon işte adı var diye alıyoz.Onun dışında rengi siyah gibi çok belli değil;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sağlam güzel geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
saglam ve guzel paketlenmisti;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon gayet iyi kargo da sıkıntı çektim yalnızca Aras kargo yerinebaşka kargo tercih edilmeli;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
ilk başta 2 gün sipariş hazırlanmadığı için kuşkulandım, sonrası siparişhazırlanıp kargoya verilmesi ve teslim edilmesi ço çabuk oldu;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kesinlikle alabilirsiniz hiçbir sıkıntısı yok;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
çok hızlı bi şekilde geldi teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok uyguna aldım ama teslimat biraz uzun sürdü ıphone kalitesinianlatmaya gekek yok zaten müq;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Temiz ve sağlam şekilde geldi teşekkür ederim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Paketleme ve gönderm hızı iyi. Cihaz zaten tartısılmaz ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
iPhone 15 e gerek bile yok;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Müthiş harika şarjı kamerası her şeyi harika al malın iyisini çekmekaygısını diyorum;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
iPhone için ne denebilir ki mükemmel bir cihaz yeni telefon alacaksanyarı yolda kalmayım şarj performans kalite sağlamlık şıklık diyorsanİphone alacaksın çokta güzel ve titiz bir paketleme ile elime ulaştıyorumumuda yeni İphonumdan yaptım ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
sorunsuz elime geçti ve teslimat hızlı oldu teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kargoya verdikleri ürünü zam geldikten sonra hemen iptal ettiler ve paraiadesi yaptılar şimdi almaya kalksam 6.300 tl fazladan para vermem lazım, bir ürünü kargoda iptal etmek nedir ? Neyse bu işin ucunubırakmayacağım hakkımı her yerde arayacağım .;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
güvenilir ve hızlı satıcı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
En düşük fiyatla güneşle alınabilir.;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Zamanlamalı teslimat hemen geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Perfect bir ürün;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Urun guzel ;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
mükemmel tek kelimeyle hızı fonksiyonu tuşları fevkalade. kargo 1 gündegeldi hızlı.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı teslim edildi, ürün çok güzel.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sadece biraz daha şişme plastik içine koyulabilir. Geniş bir kutu dageliyor ve sarsılıyor, insan kıyamıyor;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kusursuz bir şekilde elime ulaştı, satıcıya teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün elime ulaştı fakat trendyol kutusunun içindeki patpatlı poşetinhavası hiç yoktu bildiğiniz düz poşet gibiydi yani sarsılmayı önlemedenöylece gelmiş kargo ve kargocu da sadece isim soyisim sorarak kargoyuteslim etti sms kodu falan sormadı bunun harici sorunsuz satıcının vekargocunun çok daha dikkatli olması gerektiğini düşünüyorum.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
İyi memnunum,sadece siyah renk cok lekeleniyor;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
bize gelemeyen teslim edildi diyor. nasıl bi rezillik bu;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kargo hızlıydı, paketleme özenliydi ve tabiki apple kalitesi..;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kargoya çok hızlı verildi siparis verdikten sonra 24 saat bile dolmadantelefon elimdeydi ve herhangi bir hasar yoktu paketleme yeterli.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Üründe bir problem yok ama kargo çok güvenli durmuyordu, kargofotoğraftaki gibiydi nasıl duruyorsa öyle çektim. Telefonda orijinal memnunum;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kargolanma aşırı kötüydü hiç beğenmedim o kadar para veriyoruz insanbiraz özenir cihaz allahtan hasarsız geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok güzel sıkıntısız geldi fakat paketleme biraz özensizdi.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kılıf çok hoş;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Teşekkür ediyorum satıcıya sorunsuz teslim edildi kullanıyorum;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün elime ulaştı çok iyi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefonum elime ulaştı satıcıya güvenenilirsiniz ürün orijinaldir. Gönülrahatlığı ile tercih edebilirsiniz  Yorumu güncelliyorum pil yüzdesianlamadigim bir nedenle bir yil sonunda 88 düstü;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Paketlenmesi çok güzeldi hiçbir sıkıntı yaşamadık;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok güzel ama çok pahalı;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
adıma herhangi bir fatura kesilip gönderilmemiş iPhone gibi bir markatelefon satışında nasıl olurda fatura kesmeden gönderilir ben butelefonun 2yil garantisini neye istinade götürüp vericem;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
uzun takip sonucu uygun fiyata gelince alabildim. satıcı gayet standartpro. güvenle alışveriş yapabilirim bundan sonra.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün sıkıntısız bir şekilde geldi kargolama güzeldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürüne diyecek bir şey yok ancak kargo kutunun içini birşey iledesteklerseniz çok iyi olur.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Biraz daha korunaklı paket yapılabilirdi fakat yine de teşekkürler.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
hatasız kusursuz. mükemmel paketleme ve korunaklı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güvenilir bir alışverişti, gönül rahatlığıyla alabilirsiniz.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Teslimat hızlıydı telefon Apple kalitesinde. Yalnız pil sağlığınısürekli kontrol etmekten telefonun keyfini pek çıkaramadım iOS 16yagüncellemediğimden acaba düşer mi korkusu yaşatmıyor değil.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Elime çabuk ve sorunsuz ulaştı. Migros güvencesi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
26 bine aldım yoruma bakıp fiyata bakacağım 2 ay sonra;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon zaten harikaa Rengi falanda görseldeki gibi Kurye de çok ilgiliydi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
ürün cok iyi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon sipariş verdiğimin ertesi gün kargoya verildi ve iki gün sonraelime geçti. Satıcı kargoyu özenle paketlemişti, kargo şirketi dezararsız bir şekilde taşıdı. 7 Plus’tan bu telefona geçen biri olarakgayet memnun kaldığımı, ürünün tamamen orijinal ve sıfır olduğunu, appledestekten garantisinin iki yıl olduğunu söyleyebilirim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Harika ürün zamanında teslimat;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tek kelime Mükemmel;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Apple kalitesi her zamanki gibi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok hızlı sağlam bi şekilde geldi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün elime geçti;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tek sıkıntı kendi kutusunu boş bir.kutuya koymuşlardı,takır tükür içindegeldi,sarsilmadan hareketsiz olması için.patpat yada şişmiş poşete konulmalıydı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
kesinlikle burdan almak yerine gidin apple den alın ben 1 ay olmadıalalı dokunmatigi bozuldu ayrıca pil %90 gb hızlı bitiriyor teknosamağazasına gidip durumu bildirdim sigorta şirketine gönderildi ayrıcaarıza raporu geldi şimdi teknosanın insiyatifine kaldım iade yadadeğişim olacakmış benim aldığım fiyat la iade olursa üstüne 4 bin koyupyenisini aldım;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün muhteşem ama kargo başarısız 7 günde teslimat oldu ve ürünü kargoyakendım almaya gıttım şaka gıbı ARAS KARGO;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün kalitesi güzel kargolama hızlıydı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz şekilde elime ulaştı sıkıntı yok düşünmeden alabilirsiniz;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
İnanılmaz bi renk lacivertin bi tonu tam bir gece gökyüzü rengifotoğraftakinden bile daha güzel;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hersey anlatıldıgı gibi eksiksiz tam;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün elime sorunsuz ulaştı paketleme biraz daha iyi olabilirdi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz geldi gönül rahatlığıyla alabilirsiniz;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Geç ulaştı elime ama paketleme güzeldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürünün jelatini yoktu ve yapışkanını kesik gönderdiler kutu açık geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Bi puanı paketleme biraz daha özenli olabilirdi oradan kırdım;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün harika, insanların abarttıkları kadar var. Çarşamba akşamı siparişverdim cuma sabahı elime ulaştı kargo çok hızlıydı paketlenme de iyi di.Ürün en uygun trendyol da arkadaşlar.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
alın aldirin ,hızlı kargo ,muk ürün..;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kamera hız efsane apple farkı;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
FİYAT VE PERFORMANS ÇOK SÜPER;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kargo geç getirdi.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tebrikler ;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Gece kamerasında mavi ışık problemi var.Fotoğrafta görünüyor.Satıcıylagörüşüp iade edeceğim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı kargo teşekkürler.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
kargo çok yavaşdı ama fiyatı mükemmel 33e aldım temiz çizik bile yok;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz ve çok kısa sürede elime ulaştı, paketleme güzeldi.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
ürün 2 gündan az bir zamanda ulaştı. güzel paketleme, hızlı teslimat,iPhone kalitesi.. gönül rahatlığıyla alabilirsiniz..;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Faturası gelmedi? Faturayı tarafıma ulaştırır mısınız;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
17k iken almıştım ben telefonun hiç bir eksiği yok çok iyi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
okadar paraya yazık plus almak daha doğru;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Şarjı yine istediğim gibi değil ama olsunnn kamerasına değer;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hayal’di gerçek oldu :);1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Paketleme biraz yetersiz ama çok hızlı geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Pazartesi sabah 8de sipariş verdim Salı günü 5te elime ulaştı paketlemeçok iyiydi. Kargo hızı süperdi. İlgi için teşekkürler :);1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon orjinal seri no'dan kontrol ettim. İstediğim renk geldi. Firmaiyi iletişim sağladım trendyol üzerinden. Güvenilir. Tavsiye ederim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güzel ve kazançlı bir alışveriş ;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok beğendim harika;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
TESLİMAT HIZLI FAKAT 30 BİNLİK TELEFON BÖYLE ZAYIF AMBALAJ YAPILMAZKUTU EZİLMİŞ POŞETE SARIP TELEFON GÖNDERİLMEZ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün güzel sıfır geldi ama sarıcı paketlemeye hiç özen göstermemiş;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tereddütte kalmıştım ama iyi ki de almamışım çok iy orijinal ürün;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Apple kalitesini hissettiriyor zaten;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
telefonda bir sıkıntı gözükmüyor fakat paketleme özensizdi ve faturamı ıstiyorum;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Orijinal güvenilir;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güvenerek alabilirsiniz hızlı kargo güzel paketleme;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı ve kaliteli teşekkürler trendyol ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün 2 gün içerisinde elime ulastı çok beğendik teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Neden fatura yok?;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sağlam ve hızlı bir şekilde geldi. Kusur yoktu.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün güzel beğenerek kullanıyorum.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
çok beğendim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz ulaştı Hızlı kargo Apple kalitesi.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tabi ki de orjinal geldi teşekkür ederim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı kargo, paketleme güzel, üründe herhangi bir sorun yok. Applekullanıcıları zaten bilir. Teşekkürler.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Şarjı çok çabuk bitiyor iphone kalitesi ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı teslimat kargolama sağlam ve güvenilir akılda soru işareti kalmıyor;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kısa süre içinde teslimat yapıldı sorunsuz kullanıyorum teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Paketleme herşey güzel kargoya geç verildi sadece;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün süper geldi güzel sarılmış;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kaliteli yapılmış iyi ürün;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı kargo orjinal ürün iyi fiyat teşekkür ederim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün tertemiz gayet güzel ve güvenilir;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok iyi hesaplı;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Harika bir şey ya bu telefon paketleme felan çok iyi sipariş verdiktensonraki gün elime ulaştı herkese tavsiye ederim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon 2-3 ay geçti şarjı hızlı bitmeye başladı aynı telefonu 1 senedirkullanıyordum hiç böyle bitmiyordu sahte bataryası değişmiş telefon mugönderdiniz ne yaptınız;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz geldi gayet güzrl;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı teslimat sorunsuz ulaştı çok iyi teşekkür ederim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Teşekkür Ederim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Androidden iOS bir cihaza geçtim bu benim ilk iPhone’um diyebilirimtelefon biraz ağır ancak gayet iyi ve akıcı kamerası bence mükemmelalışma sürecinden sonra uzun yıllar severek kullanacağım gibi görünüyor;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hizli teslimat;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı ulaştı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün sorunsuz bir şekilde ulaştı.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
SÜPER;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz geldi teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Biz aldıktan sonra fiyat düşüyor böyle bir şey mi olur ya;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün gerçekten çok güzel temiz güzel paketlenmişti;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün her anlamda çok iyi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
8 ağustostan bu yana gönderilmeyen ürün bugün 27 eylülde ancak paraiadesi oldu.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kaliteli süper hızlı geldi sorunsuz;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
İphone ve trendyola güvenerek aldık. Şu an için memnunuz.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güzel poşetlenmiş ürünü saglam teslim edildi teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Gayet başarılı ve sağlam teslimat;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Cihaz mükemmel Fakat kutudan fatura çıkmadı mail olarakta göndermediler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün gayet temiz ve güvenli şekilde elime ulaştı herhangi bir sorunyaşamadım , Memnun kaldım teşekkür ederim.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz ve hızlı bir şekilde ulaştı. Satıcıya sağlam paketleme ve hızlıkargo için teşekkür ederim. Hiçbir sorun yok güvenilir ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
İphone kalitesi anlatmaya gerek yok iphone 14 ile aynı herşeyi işlemcigrafik herşeyi aynı gpu da 1 çekirdek fark var sadece fiyat efsaneydi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
gğvenilir satıcı sorunsuz ve hızlı ulaştı. teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Cemre iletişimden aldım gayet memnun kaldım 1 iş gününde teslim oldu :)Satıcı arkadaşlar gayet ilgili. Sevgiler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün Sorunsuz güzel geldi;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsu orijnal bi ürün. Uzun dönem kullanımı olumlu;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Mükemmel telefon androidden iosa geçtim dünya varmış tek sıkıntısı herparçası çok pahalı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Diğer yerlerden daha uyguna aldık kargolama ve gelişi cok huzlıydı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün dün elime ulaştı ama garanti belgem ve faturam yoktu Fatura vegaranti belgemi göndermenizi istiyorum;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz elime ulaştı teşekkürler Trendyol;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefona zaten diyecek birsey yok kargo hızlı;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz teslim edildi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürünüm elime ulaştı, açmak için sabırsızlanıyorum. Teşekkürler.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Orijinal kapalı kutuda eksiksiz fatura ile geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tavsiye ederim;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz bi şekilde elime ulaştı, garanti belgesi talebimi bekliyorum güncellicem;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Siyah rengi cok guzel tavsiye ediyorum;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz bir şekilde elimize ulaştı teşekkürler nasa iletişim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefona söz yok. Trendyol satıcısından aldım iki gün içinde hiç birsıkıntı olmadan teslim aldım;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Uygun fiyat hızlı kargo çok memnun kaldım;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Paranıza yazık ekran sürekli donuyor şarj kablosu hemen bozuldu ciddiyimarkadaşlar eski telefonum oppo bin kat iyiydi bir şey yakınlaştırmakbile imkansız eski haline dönüyor;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Eksiksiz ve hızlı geldi.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Çok iyi paketlenmiş. Başarılı ve hiçbir sıkıntısı yoktu.;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün göründüğü gibi geldi ancak bu söyleyeceklerimin satıcıyla ilgisiyok 20günlükken telefonum donmaya başladı. Herhangi bir uygulamayatıklamıyor o sırada aramaları da almıyor. O gün kapatmaya çalıştığımdada siriye takılı kaldı ve kapanmadı. 1saat sonunda kapatabildim. Birsüre sonra açtığımda düzeldi ve bugün yine aynısı oldu;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Arkdaşlar muhtemelen teşhir ürünü gönderdiler üzeri tozluydu streç yoktukargoya kocaman kutu içinine telefon kutusunu koymuşlar köpük falanyoktu yani insan bi sağlamlaştırır da gönderir neyse ben memnun kalmadımama üşengeç olduğum için iade etmiyorum böyle kullancam;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Harikasın çok güzel;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
SORUNSUZ SIKINTISIZ GELDİ VE KULLANMAYA BAŞLADIM. HERHANGİ BİR PROBLEMYOK. ANCAK PAKETLEME ZAYIFTI. İYİ PAKETLENMEMİŞ. ALELADE ZAYIF VE EVATOLARAK TELEFONDAN DAHA BÜYÜK BİR KUTUYA KONMUŞTU. HERHANGİ BİR KORUYUCUPATPALI NAYLONA SARILMADAN GÖNDERİLMİŞTİ. ÜRÜN ZARAR GÖRMEMİŞTİ. TEKYILDIZI BU YÜZDEN KIRDIM.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Apple farkı muhteşem ;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güvenli geldi hiç bir sıkıntısı yok;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon sorunsuz geldi ama henüz garanti belgesi elime ulaşmadı odageldiğinde süper bi alışveriş olucak İnşAllah;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Teslimat ve paketleme gayet iyiydi. Ürün kalitesi zaten tartısilmaz.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz ulaştı teşekkür ederim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Sorunsuz ulaştı herşeyiyle sıkıntısız . Kalite;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Rahatlıkla güvenerek alabilirsiniz telefon paketlemesi güzeldi ve iPhonekalitesini anlatmaya gerek yok;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
apple kalitesi başka;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kaliteli urun;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güzel cihaz xiaomi mi 10 ultrAslan sonra eşşeğe binmiş gibiyim amaheralde alışabilirim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün sorunsuz bir şekilde elime ulaştı.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün güzel  paketleme daha iyi olabilirdi ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
iPhone 13 kargo hızlı satıcıya teşekkürler özenli paketlenmişti;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kısa sürede ulaştı. Paketleme ayrıca başarılı buldum Teşekkürler ;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
tavsiye ederim ürün kusursuz;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
güzel beğendim;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
3 bin tl ek destek uygulanmiyor iade etsem ucret iadesi alabilirmiyim;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün kısa sürede elimize ulaştı. Teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün gayet sağlam geldi. Paketleme özenliydi ürünle çektiğim birkaçfotoğraf paylaşıyorum.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Hızlı kargo.;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Güzel ürün, aldığım gün düşürmeseydim iyiydi kenarları çok sağlam değil,hemen çizildi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
mükemmel bir ürün herkese tavsiye ederim;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Garantili ve çok hızlı geldi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün sorunsuz elıme ulaştı hızlı kargo teşekkürler;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Tam anlamıyla müthiş;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
kaliteli hizmet ve güvenilir;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün sorunsuz elimize ulaştı memnun kaldık;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
sakına trenyoldan telefon almayın hele bide vatan bilgisayar satıcısıise telefonda ölü piksel çıktı ekranında ve garanti kapsamında buproblem garantiye yolladık telefon yamulmuş 29000 tl ücret zatentelefonu 37k ya aldım yaptırmadım sürec o kadar sıkıntılı ne adam gibiilgilenen ne doğru bilgi veren hiç kimse yok resmen o vatana aktarıyorvatan trendyola;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Rengi çok güzel orijinal ve paketleme çok iyi;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Telefon kutusunun kargo poşetine konularak yollanması çok saçma. Darbelibir şekilde geldi..;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Kalitesine denilecek pek bir şey yok. Tüm insanların alabilmesi gerekenama maalesef fiyatı tuzlu olan mükemmel bir cihaz.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
Ürün neyseki sağlam geldi...Trendyol satıcılı almaya özen gösterdikoysaki kutuya alelade koyulmus bir patpata sarmak bu kadar mı zor ?Kargoda kırık gelme ihtimali cok cok yüksekti. Bir bardak bile alsamdaha özenli geliyor yakıstıramadım.;1;Apple iPhone 13 128 GB Siyah Cep Telefonu
baya memnun kaldım;0;Apple iPhone 13 128 GB Siyah Cep Telefonu
